,Event,Date,Organizer,Location
0,Scaling Data Storage,27 июня 2019 г.,Paymentwall Novosibirsk,Новосибирск
0,Встреча группы в Microsoft Technology center,19 октября 2017 г.,Moscow Azure Meetup,Москва
0,DevOps-40: New Year is coming,5 декабря 2019 г.,DevOps-40,Sankt-Peterburg
0,Пятничная встреча MLUG / MLUG friday's meetup,14 февраля 2020 г.,Moscow GNU/Linux User Group,Москва
0,Встреча группы в Microsoft Technology center,20 июля 2017 г.,Moscow Azure Meetup,Москва
0,Мини-Гипербатон: метрики эффективности,13 декабря 2018 г.,Yandex St.Petersburg Events for Developers,Saint Petersburg
0,BeerPHP Moscow #4 - 5th anniversary,4 июля 2019 г.,BeerPHP Moscow,Moskva
0,Flutter Study Jam,17 августа 2019 г.,GDG Ufa,Уфа
0,Tver.io Back To School Meetup,15 августа 2019 г.,Tver.io Meetup,Тверь
0,PM Late Liquid Lunch drink-up in Gypsies & Jews 21.12,21 декабря 2019 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,MSK VUE.JS MEETUP #5,21 ноября 2019 г.,MSK VUE.JS,Москва
0,Global Power Platform Bootcamp - Москва - 15 февраля 2020,15 февраля 2020 г.,SharePoint and Office 365 Community Moscow,
0,"Big Data, Moscow",12 октября 2017 г.,"Big Data, Moscow",Москва
0,POSTPONED: IT61job Meetup #3: Обратная связь,27 марта 2020 г.,Rostov IT Events,Ростов
0,Russian Python Beer Meetup №4: Нижний Новгород,9 января 2020 г.,Moscow Python Beer Meetup,Нижний Новгород
0,Ruby Meetup meta/conf,20 апреля 2019 г.,RubyRussia,Voronez
0,K8S Meetup - Pushwoosh,1 декабря 2018 г.,Kubernetes Novosibirsk,Новосибирск
0,Новогодний meetup Agile вне IT,14 декабря 2016 г.,Agile beyond IT,Москва
0,Firebase Study Jam 2020,31 января 2020 г.,GDG Ulan-Ude,Улан-Удэ
0,Symfony Moscow Meetup - Symfoniacs - #10 (Rambler&Co),17 ноября 2016 г.,Symfony Moscow Meetup - Symfoniacs,
0,Unreal Engine Meetup. Введение в игровую индустрию.,25 февраля 2017 г.,Yaroslavl - Unreal Engine Meetup,Ярославль
0, Вебинар. Теория игр на биржевом рынке.,8 ноября 2019 г.,Moscow School of Business Analysis,Москва
0,Angular Piter #1,22 марта 2018 г.,Angular Piter,
0,Apache Ignite pumpkin meetup,31 октября 2019 г.,St. Petersburg Apache Ignite® Meetup,Sankt-Peterburg
0,React Academ #1,19 октября 2019 г.,React NSK,Новосибирск
0,Апрель в гостях у Align Technology,25 апреля 2019 г.,Moscow Atlassian User Group,Moskva
0,IT Global Meetup #14,23 марта 2019 г.,SPb Scala User Group,Sankt-Peterburg
0,Встреча с Программным комитетом HighLoad++,18 июня 2019 г.,HighLoad User Group,Moskva
0,Practice Russian. ГОВОРИМ ПО РУССКИ.,7 марта 2020 г.,Language Club MERGE,Москва
0,Постгрес-вторник,3 марта 2020 г.,#RuPostgres,
0,WordPress Meetup #12,14 октября 2017 г.,Saint-Petersburg WordPress Community,Санкт-Петербург
0,Data Science Meetup,2 марта 2017 г.,Moscow Data Science Meetup,Москва
0,Docker Meetup #7,9 декабря 2017 г.,Docker Novosibirsk,
0,Organisational meeting,7 октября 2017 г.,Google Developer Group Samara,Самара
0,Go Meetup #11,28 сентября 2019 г.,GDG Novosibirsk,Новосибирск
0,Big Data Week 2015 at Digital October,20 апреля 2015 г.,Hadoop Moscow,Mocsow
0,Интернет вещей - кейсы от практиков,21 февраля 2018 г.,IoT Community,Москва
0,MongoDB Moscow#1: the kickoff,5 марта 2014 г.,Moscow MongoDB Meetup,Москва
0,ICO / Token offering case study session #15,29 августа 2019 г.,Moscow Crypto Tech n Business Meetup,
0,Clojure DOJO,24 марта 2019 г.,Moscow Clojure Meetup,Москва
0,Coding Dojo Z-Day,18 октября 2019 г.,EPAM IT Events Nizhniy Novgorod,
0,Вторая встреча разработчиков игр в Мурманске,5 февраля 2017 г.,Сообщество разработчиков игр (Мурманск),Мурманск
0,Как создать бота используя Google Dialogflow.  Руководство к действию. ,29 августа 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,Any topic meetup,15 марта 2017 г.,Yekaterinburg Geeks Meetup,Екатеринбург
0,"Что нового в Hadoop 3.0, Greenplum 5.0, Hive2?",22 ноября 2017 г.,Scale-out databases and engines,Москва
0,Moscow Tech Meetup: Тренды 2016,1 февраля 2016 г.,Moscow Tech Meetup,Москва
0,Atlassian community evening,19 декабря 2019 г.,Atlassian User Group in St. Petersburg,Saint Petersburg
0,Angular Москва №13,28 марта 2019 г.,Angular Moscow,Москва
0,Ufa Atlassian User Group #1,6 февраля 2018 г.,Ufa Atlassian User Group,Уфа
0,PiterPy Meetup,12 ноября 2019 г.,PiterPy Meetup,
0,Embedded meetup on ITGM,17 марта 2018 г.,Embedded Systems Meetup St. Petersburg,Санкт-Петербург
0,PiterPy Breakfast ,12 февраля 2020 г.,PiterPy Meetup,Sankt-Peterburg
0,WorldModel,25 января 2020 г.,FoundersDevelopers / WorldModel,
0,BeerPHP Moscow #7,7 ноября 2019 г.,BeerPHP Moscow,Moskva
0,Developer Student Club meetup #1,29 октября 2019 г.,GDG Kaliningrad,Калининград
0,[регистрация по ссылке] Закрытая встреча для синьор продактов,26 декабря 2019 г.,ProductTank Moscow,
0,Kubernetes meetup,12 апреля 2018 г.,St. Petersburg Kubernetes Meetup,Saint Petersburg
0,Стори-поинт или человеко-час?,18 июля 2018 г.,Moscow Atlassian User Group,
0,WorldModel,18 января 2020 г.,FoundersDevelopers / WorldModel,
0,FIRST MOSCOW MOBILE MONDAY,8 февраля 2016 г.,Microsoft Dev Tech,Москва
0,Symfony Moscow Meetup - Symfoniacs - #15 (Lamoda),2 августа 2018 г.,Symfony Moscow Meetup - Symfoniacs,Москва
0,Open Source Database Meetup by Percona,1 июля 2019 г.,MMUG - Moscow MySQL User Group,Москва
0,English Speaking Club,3 ноября 2019 г.,Бесплатный Английский Разговорный клуб,Москва
0,KazanJS 6,1 марта 2019 г.,KazanJS,
0,June Moscow Green Meetup,18 июня 2015 г.,Moscow Tech Meetup,Москва
0,Moscow English Speaking Club for Programmers SPEAK++,18 января 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,HighLoad. Трансляция 12 ежегодной конференции для разработчиков highload-систем,8 ноября 2018 г.,Submeet в Электронном городе,Новосибирск
0,English Club with Nataly,29 мар.,,
0,April Moscow Tech Meetup,29 апреля 2015 г.,Moscow Tech Meetup,Москва
0,"Submeet #2. Как уволить половину сотрудников или ""оно же само работает""",21 сентября 2018 г.,Submeet в Электронном городе,Новосибирск
0,DΛTA GEEKS Meetup,29 апреля 2019 г.,Data Geeks Community,Москва
0,Code In The Dark,4 апреля 2019 г.,GDG Rostov-on-Don,Ростов
0,Founders&Products Brunch,5 апреля 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,Вебинар: мониторинг распределенных систем,25 апреля 2019 г.,Moscow In-Memory Computing Meetup,
0,Тематические митапы HUG. Митап 5: Примеры архитектур высоконагруженных систем,5 июня 2019 г.,HighLoad User Group,Новосибирск
0,Meetup # 8,17 июня 2016 г.,St. Petersburg Data Science,Санкт-Петербург
0,Гостевой митап: В гостях у Озона,8 августа 2018 г.,Russian Lean/Kanban Network,
0,Open Source Networking meetup in the RAMBLER & Co.,5 июля 2018 г.,Open Source Networking User Group Moscow,Москва
0,Первая встреча сообщества,30 марта 2017 г.,SPb Azure Interest Group,Санкт-Петербург
0,International Women'‎s Day (IWD) Moscow 2020,14 марта 2020 г.,GDG Moscow,Moskva
0,English Club with Nataly — Better conversations,9 февраля 2020 г.,English Club with Nataly,
0,Yappi Days LOVE Machine Learning,10 декабря 2016 г.,Yappi Days,Yaroslavl
0,Аналитика в распределённых системах,21 февраля 2018 г.,Scale-out databases and engines,Москва
0,Docker meetup#8,6 сентября 2018 г.,Docker Novosibirsk,Новосибирск
0,Встреча группы Moscow Azure в Лофт БАНКА,25 декабря 2017 г.,Moscow Azure Meetup,Москва
0,IT MEETUPS LEVELUP (LEVELUP: DEVOPS) ,26 мая 2018 г.,Developers Group | One Inc,Новосибирск
0,Пятничная встреча MLUG / MLUG friday's meetup,8 ноября 2019 г.,Moscow GNU/Linux User Group,Москва
0,OWASP EEE in Russia!,11 октября 2015 г.,OWASP Moscow Chapter,Москва
0,Kotlin Meetup #6,9 июля 2019 г.,St. Petersburg Kotlin User Group,Санкт-Петербург
0,Moscow Python Beer Meetup №20,6 февраля 2020 г.,Moscow Python Beer Meetup,Москва
0,[ONLINE] OpenBSD. За безопасность операционных систем,31 марта 2020 г.,Cyber Security Club Moscow,Москва
0,ElixirLangMoscow Meetup #9,6 марта 2019 г.,Elixir Lang Moscow,Москва
0,Субботняя встреча MLUG / MLUG saturday's meetup,27 июня 2020 г.,Moscow GNU/Linux User Group,Москва
0,Двадцать третий митап Сообщества блокчейн-разработчиков Санкт-Петербурга,29 августа 2019 г.,St. Petersburg BlockChain Community Meetup,Санкт-Петербург
0,Мастер-класс «Web-дизайн: с чего начать?»,1 декабря 2019 г.,Международная Школа Дизайна (Санкт-Петербург),Sankt-Peterburg
0,Легкий способ предсказания с BigQuery ML,16 мая 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,Sitecore User Group Russia Meetup #1,26 сентября 2019 г.,Sitecore User Group Russia,St Petersburg
0,Go Gett,14 мая 2018 г.,Golang Москва,Москва
0,Настольная Scrum игра в РЫБАКОВ ФОНД (Москва).,31 января 2017 г.,AgilePeople.Ru,Москва
0,Superjob PHP-meetup,20 июля 2017 г.,Moscow PHP Meetup,Москва
0,English Club with Nataly — Better conversations,23 февраля 2020 г.,English Club with Nataly,
0,Frontend meetup - Meta/conf,14 сентября 2019 г.,RubyRussia,Voronez
0,Women TechMakers on TechTrain,24 августа 2019 г.,GDG St. Petersburg,Санкт-Петербург
0,Встреча группы в Microsoft Technology center,21 декабря 2017 г.,Moscow Azure Meetup,Москва
0,Постгрес-вторник,10 марта 2020 г.,#RuPostgres,
0,Митап DevOps масштабируемых систем,27 февраля 2020 г.,"Enterprise containers, clusters and service mesh",Moscow
0,English Club with Nataly — English.Light (Elementary & Pre-Intermediate),16 февраля 2020 г.,English Club with Nataly,
0,WebDev Meetup #10,6 июля 2019 г.,GDG Novosibirsk,Новосибирск
0,#2 AWSRus,31 марта 2017 г.,AWS User Group Россия (СПб),Санкт-Петербург
0,H2O AI World London 2018,29 октября 2018 г.,Moscow Artificial Intelligence & Deep Learning,Greater London
0,Rust for Decentralized Technology,13 сентября 2019 г.,Rust в Москве,Moskva
0,IoT и как они меняют мир,4 февраля 2019 г.,GDG Rostov-on-Don,Ростов
0,Global Microsoft 365 Developer Bootcamp,24 октября 2019 г.,SharePoint and Office 365 Community Moscow,Moskva
0,Special: Мастер-класс 🔥основы Angular (2+) 💻,24 августа 2019 г.,Angular Moscow,Москва
0,WP Moscow #11. Предновогодний митап,26 декабря 2019 г.,WordPress Moscow,Москва
0,Agile - интервизия в Новосибирске,26 марта 2020 г.,AgileSibir: все про Agile и Scrum из Сибири (Novosibirsk),Новосибирск
0,Групповые когнитивные искажения —  как команды незаметно теряют драйв,4 апреля 2019 г.,"Цифровые трансформации(Облака, Agile, PM)",Moskva
0,Flutter Study Jam,10 декабря 2019 г.,GDG Ulan-Ude,Улан-Удэ
0,"Воркшоп: из монолита в микросервисы. «Шо, опять?!»",5 декабря 2019 г.,EPAM Moscow IT Events,Москва
